Année,Classement,Temps,Nom,Nationnalité,Sexe,Catégory,Index
2018,73,28:10:03,Emilie LECOMTE,France,Women,35-39,-
2018,74,28:12:07,Frederico CERDEIRA,Portugal,Men,35-39,-
2018,75,28:20:23,Agustin BAVIERA PASCUAL,Spain,Men,35-39,733
2018,76,28:20:36,Enaut SORARRAIN-URRUZOLA,Spain,Men,35-39,-
2018,77,28:20:48,Clement DUMONT,France,Men,40-44,650
2018,78,28:21:02,Riccardo TORTINI,Italy,Men,35-39,-
2018,79,28:21:05,Samir NADRI,France,Men,20-34,-
2018,80,28:24:16,Benjamin ACHARD,France,Men,20-34,592
2018,81,28:32:42,Nicolas GOUTTEVIN,France,Men,35-39,695
2018,82,28:34:16,Tiago TEIXEIRA,Portugal,Men,20-34,721
2018,83,28:34:47,Julien TARISSAN,France,Men,20-34,-
2018,84,28:37:01,Roberto CUESTA CALVO,Spain,Men,35-39,-
2018,85,28:38:40,Fabien BARRAU,France,Men,20-34,718
2018,86,28:38:57,Nathalie HENRIQUES,France,Women,40-44,-
2018,87,28:39:13,Johan GUSTAFSSON,Sweden,Men,40-44,-
2018,88,28:40:12,Krzysztof WAŁCZYK,Poland,Men,20-34,504
2018,89,28:40:57,Ali SELMOUNI,Algeria,Men,35-39,-
2018,90,28:45:11,Alexander SASS,Germany,Men,40-44,682
2018,91,28:46:11,Olivier SORIANO,France,Men,40-44,609
2018,92,28:48:43,Ludovic GIRARD,France,Men,45-49,603
2018,93,28:50:12,Teresa NIMES PEREZ,Spain,Women,35-39,653
2018,94,28:51:26,Lei TANG,Canada,Men,35-39,526
2018,95,28:52:10,Kaori NIWA,Japan,Women,40-44,658
2018,96,29:03:35,Marian KAMENDY,Slovakia,Men,45-49,661
2018,97,29:06:51,Ivan GIORDANO,Italy,Men,35-39,718
2018,98,29:09:11,Benoit THIERY,France,Men,35-39,707
2018,99,29:10:47,Alberto SAULO,Italy,Men,45-49,667
2018,100,29:11:29,Daniele FORNONI,Italy,Men,45-49,724
2018,101,29:14:03,Andre-Hugo VAN ZYL,South Africa,Men,20-34,-
2018,102,29:16:34,Irene KINNEGIM,Netherlands,Women,40-44,513
2018,103,29:20:05,Nicolas ZALEJSKI,France,Men,20-34,640
2018,104,29:22:39,Yanick NORMANDEAU,Canada,Men,40-44,-
2018,105,29:23:10,Jose Luis IGLESIAS,Spain,Men,40-44,-
2018,106,29:24:50,Nicolas ALFAGEME,Argentina,Men,40-44,726
2018,107,29:24:53,Carlos Charly GALOSI,Argentina,Men,40-44,-
2018,108,29:27:52,Pau FERNANDEZ,Spain,Men,20-34,670
2018,109,29:28:05,Manuela VILASECA,Brazil,Women,35-39,641
2018,110,29:28:06,Lluis RUIZ OLLER,Spain,Men,20-34,861
2018,111,29:30:52,Alexandre CHIANESE,France,Men,35-39,700
2018,112,29:31:05,Dominik ERNE,Switzerland,Men,35-39,723
2018,113,29:33:42,Julien DUNIAGUE,France,Men,35-39,703
2018,114,29:41:47,Thomas ØDERUD (Thomas ODERUD),Norway,Men,35-39,634
2018,115,29:43:19,Enric CARRERAS-DORCA,Spain,Men,40-44,615
2018,116,29:44:52,John WHITEFORD,New Zealand,Men,35-39,-
2018,117,29:48:54,Kevin ROBERT,France,Men,35-39,685
2018,118,29:49:21,Joseph DORPH,Australia,Men,20-34,768
2018,119,29:50:42,Artur COSTA,Portugal,Men,40-44,715
2018,120,29:51:58,Edward STACE,New Zealand,Men,20-34,-
2018,121,29:53:10,Stephane CHALMEAU,France,Men,40-44,-
2018,122,29:54:34,Bernat LLOP XIRAU,Spain,Men,20-34,613
2018,123,29:58:17,Nicolas LASPARETS,France,Men,35-39,574
2018,124,30:06:39,Loïc GERBER,Switzerland,Men,20-34,647
2018,125,30:08:44,Piero TOFFOLI,Italy,Men,50-54,-
2018,126,30:10:08,Patrick STREIT,Switzerland,Men,40-44,654
2018,127,30:11:27,Thomas BARACH,France,Men,35-39,702
2018,128,30:16:38,Jo MEEK,United Kingdom,Women,40-44,702
2018,129,30:17:39,Jerome PRUVOT,France,Men,40-44,661
2018,130,30:20:17,Łukasz DZIUBAN (Lukasz DZIUBAN),Poland,Men,35-39,632
2018,131,30:21:57,Branislav PAVIC,Sweden,Men,35-39,653
2018,132,30:22:32,Daniel GAJOS,Poland,Men,40-44,618
2018,133,30:22:41,Carsten DRILLING,Germany,Men,45-49,594
2018,134,30:28:22,Kristian MORGAN,United Kingdom,Men,40-44,-
2018,135,30:29:02,Patrick HEINE,United States,Men,20-34,586
2018,136,30:30:57,Alberto FERRETTO,Italy,Men,20-34,747
2018,137,30:37:16,Victor KRASNOUSOV,Russia,Men,20-34,-
2018,138,30:37:28,Jurgen HENDRICKX,Belgium,Men,20-34,-
2018,139,30:38:01,Sergey YAKOVLEV,Kazakhstan,Men,40-44,-
2018,140,30:39:59,Daniel MOLDOVEANU,Switzerland,Men,20-34,-
2018,141,30:49:36,Yanis POVEA,Venezuela,Men,35-39,695
2018,142,30:51:23,Paquito PIQUERES,Spain,Men,40-44,679
2018,143,30:52:14,Jose-Luis VALLE-RODRIGUEZ,Spain,Men,40-44,-
2018,144,30:53:10,Keith MACINTOSH,United Kingdom,Men,45-49,-
2018,145,30:56:15,Benek MORAIS,Portugal,Men,40-44,-
2018,146,30:57:25,Richard HURDLE,United Kingdom,Men,40-44,-
2018,147,31:02:34,Carlos COSTA FERREIRA,Portugal,Men,20-34,819
2018,148,31:09:49,Iñigo ITURRALDE COLLANTES,Spain,Men,35-39,460
2018,149,31:14:05,Rob ALLEN,United Kingdom,Men,40-44,-
2018,150,31:15:30,Xavier HAUSER,France,Men,20-34,599
2018,151,31:22:30,Jeremy PHEZ,France,Men,35-39,-
2018,152,31:23:00,Pascal HOLZER,Switzerland,Men,40-44,-
2018,153,31:23:35,Daniel BATATA,Portugal,Men,35-39,666
2018,154,31:25:49,Shuai QU,China,Men,20-34,-
2018,155,31:25:51,Xoan RODRIGUEZ BERMUDEZ,Spain,Men,50-54,671
2018,156,31:27:12,Sebastien BONNE,France,Men,35-39,-
2018,157,31:27:45,Masahiko FUJII,Japan,Men,35-39,643
2018,158,31:29:47,Fuzhao XIANG,China,Women,20-34,793
2018,159,31:31:20,Martin PERRIER,France,Men,20-34,759
2018,160,31:34:19,Francois EMBIT,France,Men,45-49,532
2018,161,31:34:21,Julien BONNARD,France,Men,35-39,671
2018,162,31:34:23,Holly STABLES,United Kingdom,Women,40-44,639
2018,163,31:36:14,Jeff MARSHALL,United States,Men,35-39,-
2018,164,31:41:26,Paul MIGNOT,Netherlands,Men,20-34,-
2018,165,31:41:27,Julien SENECHAL,France,Men,20-34,722
2018,166,31:42:17,Sebastien CHAMPION,France,Men,35-39,626
2018,167,31:42:46,Andrej FEIK,Slovakia,Men,45-49,-
2018,168,31:43:31,Marcin TOMALSKI,Poland,Men,35-39,543
2018,169,31:43:52,John BENAMATI,Italy,Men,45-49,636
2018,170,31:44:06,Juraj KARCAK,Slovakia,Men,40-44,596
2018,171,31:44:26,Rui REBELO,Portugal,Men,35-39,611
2018,172,31:45:03,Peter MORTIMER,United Kingdom,Men,35-39,722
2018,173,31:46:18,Esteve CAMPS-PALMÉS,Spain,Men,40-44,522
2018,174,31:49:32,Knattapisit KRUTKRONGCHAI,Thailand,Men,40-44,681
2018,175,31:50:25,Leo ROBLIN,France,Men,20-34,725
2018,176,31:50:32,Damien BAUDRAS,France,Men,40-44,618
2018,177,31:51:58,Laurent LOCHER,France,Men,40-44,646
2018,178,31:52:00,Vladimir NOSAL,Slovakia,Men,45-49,477
2018,179,31:52:40,Ernest MERCADER-VILA,Spain,Men,40-44,578
2018,180,31:53:47,Jordi REQUENA OSETE,Spain,Men,20-34,588
2018,181,31:54:49,Mathieu MAZERAND,France,Men,40-44,-
2018,182,31:56:17,Josep CARRERAS-CARBONELL,Spain,Men,35-39,-
2018,183,31:57:14,Ximo ALFONSO,Spain,Men,40-44,614
2018,184,31:57:39,Laurent FATON,France,Men,40-44,670
2018,185,31:57:47,Amelia WATTS,United Kingdom,Women,35-39,657
2018,186,31:57:49,Luca MARCONI,Italy,Men,40-44,606
2018,187,32:00:49,Alessandro BRINGHEN,Italy,Men,45-49,-
2018,188,32:04:58,Artur PIECHA,Poland,Men,40-44,667
2018,189,32:05:43,Daniel SALAS NAVARRO,Spain,Men,35-39,-
2018,190,32:06:18,Robert HACKEL,Germany,Men,40-44,-
2018,191,32:06:39,Israel BERNAD-BLASCO,Spain,Men,40-44,488
2018,192,32:06:54,Frederick JOUIN,Canada,Men,45-49,-
2018,193,32:07:03,Etienne GRANGEREAU,France,Men,35-39,746
2018,194,32:07:53,Manuel GEORGET,France,Men,45-49,522
2018,195,32:09:14,Witold JUDA,Poland,Men,40-44,644
2018,196,32:09:22,Morgan LINDQVIST,Sweden,Men,35-39,789
2018,197,32:10:37,Alexander STEIDL,Austria,Men,35-39,-
2018,198,32:16:10,Nicolas PREMONT,France,Men,35-39,-
2018,199,32:16:48,Laurentiu VEZENTAN,Romania,Men,45-49,602
2018,200,32:17:25,Mathieu GUIBERT,France,Men,45-49,548
2018,201,32:18:39,Javier MENDIRI-WATTS,Spain,Men,40-44,-
2018,202,32:19:14,Johannes PARKKONEN,Finland,Men,40-44,554
2018,203,32:20:07,Oscar PEREZ MILLAN,Spain,Men,35-39,652
2018,204,32:22:28,Chun Fung TAM,"Hong Kong, China",Men,35-39,576
2018,205,32:23:18,Alexandre CARO,France,Men,40-44,583
2018,206,32:24:55,Matthieu RUIZ,France,Men,35-39,574
2018,207,32:25:19,Vincent MENGIN,France,Men,35-39,556
2018,208,32:28:12,Eduard PLA PERERNAU,Spain,Men,40-44,632
2018,209,32:31:56,Marie BERNA,France,Women,40-44,586
2018,210,32:37:40,Nuno ROCHA,Portugal,Men,40-44,644
2018,211,32:40:31,Nobuhito KUBO,Japan,Men,40-44,651
2018,212,32:41:27,Costanzo GARNERO,Italy,Men,20-34,-
2018,213,32:41:57,Javier NUNEZ GARCIA,Spain,Men,40-44,657
2018,214,32:46:12,Quang TRAN,Vietnam,Men,20-34,723
2018,215,32:47:02,Francisco Javier REYES FERNANDEZ,Spain,Men,45-49,654
2018,216,32:49:44,Jimmy DEVOS,Belgium,Men,40-44,607
2018,217,32:50:20,Francisek NAPAST,Slovenia,Men,40-44,593
2018,218,32:52:57,Tommy BARLOW,United States,Men,35-39,424
2018,219,32:53:18,Carrie CRAIG,United Kingdom,Women,35-39,556
2018,220,32:53:36,Paolo MILANI,Italy,Men,40-44,-
2018,221,32:55:25,Liang Zhi JIANG,China,Men,35-39,591
2018,222,32:55:32,Roman JEZ,Slovenia,Men,50-54,483
2018,223,32:55:55,Laurent GRUCKER,France,Men,45-49,580
2018,224,32:56:38,Alberto TRISTANTE,Spain,Men,40-44,664
2018,225,32:57:12,Vincent GUICHARDOT,France,Men,35-39,-
2017,1,19:01:54,Francois D'HAENE,France,Men,20-34,897
2017,2,19:16:59,Kilian JORNET BURGADA,Spain,Men,20-34,945
2017,3,19:53:00,Timo TOLLEFSON,United States,Men,20-34,852
2017,4,20:03:39,Xavier THEVENARD,France,Men,20-34,-
2017,5,20:11:38,Jim WALMSLEY,United States,Men,20-34,934
2017,6,20:12:43,Pau CAPELL,Spain,Men,20-34,885
2017,7,20:19:48,Dylan BOWMAN,United States,Men,20-34,812
2017,8,21:24:19,Gediminas GRINIUS,Lithuania,Men,35-39,850
2017,9,21:28:32,Zach MILLER,United States,Men,20-34,901
2017,10,21:44:31,Jordi GAMITO BAUS,Spain,Men,35-39,842
2017,11,21:55:47,Scott HAWKER,New Zealand,Men,20-34,841
2017,12,22:00:32,Damian HALL,United Kingdom,Men,40-44,761
2017,13,22:12:18,Didrik HERMANSEN,Norway,Men,35-39,856
2017,14,22:20:22,David LANEY,United States,Men,20-34,844
2017,15,22:28:34,Mikael PASERO,France,Men,20-34,767
2017,16,22:36:32,Andy SYMONDS,United Kingdom,Men,35-39,838
2017,17,22:42:13,Julien CHORIER,France,Men,35-39,808
2017,18,22:49:07,Luis FERNANDES,Portugal,Men,20-34,847
2017,19,22:51:04,Benjamin DAVID,France,Men,20-34,-
2017,20,22:55:52,Jeff BROWNING,United States,Men,45-49,817
2017,21,23:08:34,Giulio ORNATI,Italy,Men,20-34,842
2017,22,23:27:25,Juan Jose LARROTCHA,Spain,Men,45-49,-
2017,23,23:30:51,Victor BERNAD BLASCO,Spain,Men,40-44,783
2017,24,23:31:23,Leonardo DIOGO,Portugal,Men,50-54,700
2017,25,23:36:47,Takashi DOI,Japan,Men,35-39,820
2017,26,23:42:45,Florian GRASEL,Austria,Men,35-39,827
2017,27,23:44:56,Francisco FREITAS,Portugal,Men,40-44,787
2017,28,23:48:15,Hallvard SCHJOLBERG,Norway,Men,40-44,761
2017,29,23:50:15,Alberto VINAGRE,Spain,Men,20-34,-
2017,30,24:12:38,Vicente-Tito PARRA HERNANDEZ,Spain,Men,35-39,733
2017,31,24:18:57,Jean-François CAUCHON,Canada,Men,20-34,834
2017,32,24:23:10,Danny KENDALL,United Kingdom,Men,35-39,-
2017,33,24:29:58,Anthony GAY,France,Men,20-34,707
2017,34,24:44:07,Andrew SKURKA,United States,Men,35-39,-
2017,35,24:58:48,Roman EVARTS,Latvia,Men,35-39,747
2017,36,25:18:35,Alvaro RODRIGUEZ-BARREIRO,Spain,Men,45-49,-
2017,37,25:24:01,Stephane PHILIPPE,France,Men,40-44,-
2017,38,25:34:19,Ivano MOLIN,Italy,Men,40-44,667
2017,39,25:36:48,Sergio Luís TEJERO MADRIGAL,Spain,Men,40-44,797
2017,40,25:44:18,Artem ROSTOVTSEV,Russia,Men,35-39,700
2017,41,25:46:43,Nuria PICAS,Spain,Women,40-44,759
2017,42,25:48:02,Yoshikazu HARA,Japan,Men,45-49,607
2017,43,25:49:18,Andrea HUSER,Switzerland,Women,40-44,-
2017,44,25:50:30,Zach VIOLETT,United States,Men,35-39,754
2017,45,25:51:56,Tomas KACMARCIK,Slovakia,Men,40-44,656
2017,46,25:54:16,Manuel ANGUITA,Spain,Men,20-34,879
2017,47,25:58:52,Andy VERMILYEA,United States,Men,35-39,670
2017,48,26:06:12,Jason SCHLARB,United States,Men,35-39,783
2017,49,26:09:21,Ginés ARROYO,Spain,Men,35-39,735
2017,50,26:12:06,Sage CANADAY,United States,Men,20-34,783
2017,51,26:27:52,Jiagen YANG,China,Men,20-34,-
2017,52,26:36:57,Ludovic BOURGEOIS,France,Men,20-34,762
2017,53,26:39:03,Christelle BARD,France,Women,35-39,-
2017,54,26:46:10,Hiroaki MATSUNAGA,Japan,Men,35-39,732
2017,55,26:50:07,Fabio DI GIACOMO,Italy,Men,35-39,733
2017,56,26:50:37,Julien LEFRANC,France,Men,20-34,735
2017,57,26:53:57,David NIBLACK,United States,Men,35-39,703
2017,58,26:56:55,Rene ROVERA,France,Men,45-49,788
2017,59,26:57:46,Jeremy LAVY,France,Men,20-34,665
2017,60,27:05:25,Emir GRAIRI,Tunisia,Men,35-39,779
2017,61,27:16:07,Diego PUENTE-PELAYO,Spain,Men,40-44,480
2017,62,27:16:09,Alejandro GOMEZ-IRIBERRI,Spain,Men,40-44,607
2017,63,27:22:51,Piotr CHOROS,Poland,Men,35-39,712
2017,64,27:23:47,Jean Marc BILLET,France,Men,20-34,671
2017,65,27:25:00,Mikel LASARTE-HERNANDEZ,Spain,Men,20-34,-
2017,66,27:26:43,Albert HERRERO,Spain,Men,35-39,773
2017,67,27:31:14,Marc BARTHELEMY,France,Men,20-34,733
2017,68,27:31:39,Kaori NIWA,Japan,Women,40-44,658
2017,69,27:35:54,Jean-Baptiste EWALD,France,Men,35-39,685
2017,70,27:39:21,Qiyun GUO,China,Men,35-39,530
2017,71,27:45:57,Aleksei TOLSTENKO,Russia,Men,20-34,859
2017,72,27:47:59,Rafal BIELAWA,Poland,Men,40-44,612
2017,73,27:51:48,Florian VIEUX,Switzerland,Men,20-34,726
2017,74,27:54:22,Inaki CATALAN,Spain,Men,45-49,-
2017,75,27:54:54,Takeshi NODA,Japan,Men,20-34,692
2017,76,27:58:48,Alexis LECANU,France,Men,20-34,535
2017,77,28:00:09,Thomas ROBERTSHAW,"Hong Kong, China",Men,20-34,501
2017,78,28:03:10,Benjamin BUCKLIN,United States,Men,35-39,597
2017,78,28:03:10,Nate JAQUA,United States,Men,35-39,-
2017,80,28:03:44,Angel GONZALEZ-IRUSTA,Spain,Men,40-44,553
2017,81,28:05:28,Gilles SPAGNOL,France,Men,50-54,628
2017,82,28:05:58,Jose Luis MARTINEZ FERNANDEZ,Spain,Men,35-39,718
2017,83,28:07:52,Bjorn Andre BOLSOY,Norway,Men,40-44,765
2017,84,28:12:48,Agustin LUJAN,Spain,Men,35-39,796
2017,85,28:13:06,Kellie ANGEL,Australia,Women,20-34,707
2017,86,28:13:43,Alissa ST LAURENT,Canada,Women,20-34,656
2017,87,28:14:30,Jianfeng SHEN,China,Men,40-44,-
2017,88,28:16:50,Roberto ITURRALDE MANCISIDOR,Spain,Men,45-49,686
2017,89,28:17:14,Yassine DIBOUN,United States,Men,35-39,683
2017,90,28:17:48,Yoann LECAUCHOIS,France,Men,35-39,775
2017,91,28:20:22,Yann NOURRY,France,Men,35-39,-
2017,92,28:22:53,Phairat VARASIN,Thailand,Men,20-34,699
2017,93,28:37:16,Anna-Marie WATSON,United Kingdom,Women,35-39,591
2017,94,28:38:38,Romain JAY,France,Men,20-34,-
2017,95,28:41:32,Thierry OVERNEY,Switzerland,Men,40-44,723
2017,96,28:44:08,Amy SPROSTON,United States,Women,40-44,-
2017,97,28:46:39,Tini GARCIA,Spain,Men,35-39,755
2017,98,28:47:06,Wataru IINO,Japan,Men,35-39,781
2017,99,28:48:59,Hildebrando MACHADO MORENO,Colombia,Men,50-54,-
2017,100,28:49:58,Shosuke TOMIZUKA,Japan,Men,20-34,518
2017,101,28:50:16,Joel MEREDITH,United States,Men,40-44,447
2017,102,28:51:25,Carlos RUIZ-MARTINEZ,Spain,Men,20-34,-
2017,103,28:55:10,Mota LUIZ,Portugal,Men,45-49,736
2017,104,28:55:35,Oscar MONJE,Spain,Men,20-34,697
2017,105,28:58:06,Eric BERRUER,France,Men,40-44,-
2017,106,28:59:04,Oliver LORINCZ,Hungary,Men,45-49,612
2017,107,29:00:35,Florian OLIVIER,France,Men,35-39,736
2017,108,29:00:39,Benoit DUPRAZ,France,Men,20-34,804
2017,109,29:03:34,Laurent COUDERT,France,Men,35-39,-
2017,110,29:04:16,Mariya NIKOLOVA,Bulgaria,Women,35-39,671
2017,111,29:09:56,Rene CASTEL,Chile,Men,35-39,641
2017,112,29:11:42,Vladimir KOT,Russia,Men,20-34,623
2017,113,29:12:13,Stellan FRIES,Sweden,Men,45-49,522
2017,114,29:13:37,Enric GOMEZ,Spain,Men,20-34,750
2017,115,29:13:49,Joao BORGES,Portugal,Men,35-39,641
2017,116,29:23:01,Cyril ESPALIEU,France,Men,20-34,558
2017,117,29:30:04,Miguel DE LA LLAVE CATARINO,Portugal,Men,40-44,559
2017,118,29:31:35,José Antonio RODRIGUEZ FERNANDEZ,Spain,Men,20-34,740
2017,119,29:33:37,Alberto RODRIGUEZ-CASTRO,Spain,Men,40-44,619
2017,120,29:41:11,Robyn BRUINS,Australia,Women,20-34,605
2017,121,29:42:33,Jose-Luis DIAZ-CORDOBES,Spain,Men,35-39,-
2017,122,29:43:46,Flavio VIEIRA,Portugal,Men,20-34,681
2017,123,29:43:47,Nelson VIEIRA,Portugal,Men,40-44,658
2017,124,29:49:42,Michael CHROMIK,Germany,Men,20-34,-
2017,125,29:52:32,Jonathan LUCAS FROST,United Kingdom,Men,40-44,518
2017,126,29:53:26,Teresa NIMES PEREZ,Spain,Women,35-39,653
2017,127,29:55:38,Gaetano CARCANO,Italy,Men,40-44,689
2017,128,29:56:22,Brian MESKELL,Ireland,Men,35-39,589
2017,129,29:56:40,Yanxing MA,China,Women,40-44,-
2017,130,30:00:46,Steeve DOBERT,France,Men,35-39,753
2017,131,30:02:22,Artem SITNIKOV,Russia,Men,35-39,-
2017,132,30:09:03,Basilia FÖRSTER,Italy,Women,35-39,628
2017,133,30:09:43,Yulia BAYKOVA,Russia,Women,20-34,563
2017,134,30:12:18,Salvador ENGUIX-GIMENEZ,Spain,Men,40-44,-
2017,134,30:12:18,Ruben CRUZ,Spain,Men,40-44,497
2017,136,30:13:01,Costica ANGHEL,Romania,Men,50-54,571
2017,137,30:14:50,Klemen ZUPAN,Slovenia,Men,20-34,-
2017,138,30:17:09,William WEIDMAN,United States,Men,20-34,662
2017,139,30:18:35,Miguel REYES-GRADOS,Spain,Men,40-44,535
2017,140,30:20:42,Mario RODRIGUEZ BANARES,Spain,Men,35-39,-
2017,141,30:20:44,Jose-Manuel RODRIGUEZ-GOMEZ,Spain,Men,40-44,-
2017,142,30:27:33,Jesus FRAILE JIMÉNEZ,Spain,Men,40-44,710
2017,143,30:29:09,Danilo BRAGHINI,Italy,Men,50-54,512
2017,144,30:29:17,Sophie GRANT,United Kingdom,Women,20-34,668
2017,145,30:29:18,Stephanie HOWE,United States,Women,20-34,653
2017,146,30:29:38,Antonio SANCHEZ-DEL PINO,Spain,Men,45-49,651
2017,147,30:34:57,Markus JUVALA,Finland,Men,45-49,602
2017,148,30:36:43,Christian HOCQUAUX,France,Men,45-49,626
2017,149,30:38:06,Nuno FERNANDES,Portugal,Men,35-39,770
2017,150,30:38:43,Ignacio GARCIA DEL CASTILLO,Spain,Men,40-44,574
2017,151,30:41:08,Cedric PRIMAULT,France,Men,20-34,623
2017,152,30:41:40,Jesus-Angel DELGADO-VELASCO,Spain,Men,40-44,567
2017,153,30:41:48,Tanguy EPALE,France,Men,40-44,683
2017,154,30:42:05,Andras ZETENYI,Hungary,Men,35-39,-
2017,155,30:45:51,Marian KAMENDY,Slovakia,Men,45-49,661
2017,156,30:45:53,Michal STEHLIK,Slovakia,Men,20-34,-
2017,157,30:57:09,Michael ROCHA,France,Men,35-39,-
2017,158,30:57:57,Xavier DARRIEUTORT,France,Men,40-44,653
2017,159,31:01:00,Ivan GIORDANO,Italy,Men,20-34,718
2017,160,31:03:36,Frederic SANCHIARELLI,France,Men,20-34,-
2017,161,31:08:29,Brian MCARTHUR,Canada,Men,45-49,-
2017,162,31:10:02,Ivan REDONDO-VIDAL,Spain,Men,35-39,683
2017,162,31:10:02,Rafal MAJCHRZAK,Poland,Men,20-34,-
2017,164,31:10:37,Antonio Jose SUAREZ,Spain,Men,40-44,470
2017,165,31:10:51,Amanda BASHAM,United States,Women,20-34,706
2017,165,31:10:51,Mario SRNIK,Canada,Men,35-39,-
2017,167,31:10:52,Kaci LICKTEIG,United States,Women,20-34,707
2017,168,31:10:53,Magdalena BOULET,United States,Women,40-44,-
2017,169,31:11:59,Guillaume CALMETTES,France,Men,20-34,465
2017,170,31:12:09,Fulvio BERTODO,Italy,Men,45-49,625
2017,171,31:13:09,Primoz ZUPAN,Slovenia,Men,35-39,685
2017,172,31:16:44,David LEBRAY,France,Men,40-44,636
2017,173,31:23:16,David MARITEAU,France,Men,40-44,704
2017,174,31:27:09,Benedikt ROESSLER,Switzerland,Men,20-34,-
2017,175,31:29:35,Jokin EGIGUREN ITURRALDE,Spain,Men,40-44,639
2017,176,31:30:10,Fabio RIZZO CASCIO,Italy,Men,35-39,-
2017,177,31:32:16,Nicolas SAGNES,France,Men,40-44,603
2017,178,31:33:50,Sebastien MITRANI,France,Men,35-39,660
2017,179,31:34:09,Stéphane HUILLET,France,Men,40-44,-
2017,180,31:35:31,Bernard ROBINSON,New Zealand,Men,45-49,619
2017,181,31:36:13,Guillaume ZOUARI,France,Men,20-34,-
2017,182,31:36:48,David DUVERT,France,Men,35-39,-
2017,183,31:38:00,Lander FRAILE-AZPEITIA,Spain,Men,40-44,-
2017,184,31:39:08,Javier LARENA-SAN MARTIN,Spain,Men,40-44,-
2017,185,31:39:53,Francisco Luis BONILLA JIMÉNEZ,Spain,Men,40-44,643
2017,186,31:40:36,Matthieu DE MARCO,France,Men,40-44,-
2017,187,31:40:44,Luca MARCONI,Italy,Men,35-39,606
2017,188,31:41:28,Gonzalo NOVOA RODRIGUEZ,Spain,Men,20-34,644
2017,189,31:42:13,Caroline MCKAY,United Kingdom,Women,20-34,-
2017,190,31:42:15,Jesús VICENTE BLANCO,Spain,Men,40-44,621
2017,191,31:42:28,Michel GUILCOU,France,Men,20-34,-
2017,192,31:42:58,Jose Antonio TENA SANTOS,Spain,Men,40-44,718
2017,193,31:44:42,Karl PSICA,France,Men,20-34,665
2017,194,31:44:52,Baptiste MONCANUT,France,Men,40-44,-
2017,195,31:45:50,Alessandro BRIVIO,Italy,Men,50-54,570
2017,196,31:47:22,Eric BRETON,Canada,Men,40-44,606
2017,197,31:48:25,Alex BRENNWALD,Switzerland,Men,35-39,559
2017,198,31:48:35,Philipp ADAM,Germany,Men,20-34,512
2017,199,31:51:19,Israel ESCUDERO,Argentina,Men,35-39,729
2017,200,31:52:42,Pierre NIERADKA,France,Men,20-34,-
2017,201,31:53:47,James POOLE,United Kingdom,Men,40-44,626
2017,202,31:53:57,Sabrina VERJEE,United Kingdom,Women,35-39,671
2017,203,31:54:26,Alexandre IDASIK,France,Men,20-34,-
2017,204,31:56:55,Tara BERRY,Canada,Women,20-34,673
2017,205,31:57:30,Brook MARTIN,Australia,Women,40-44,522
2017,206,31:57:46,Nicolas TABAREAU,France,Men,35-39,493
2017,207,31:58:47,Sally MCRAE,United States,Women,35-39,561
2017,208,31:58:54,Maciej RACZAK,Poland,Men,20-34,670
2017,209,32:00:07,luis javier CHICO SANCHEZ (LUIS JAVIER CHICO SANCHEZ),Spain,Men,35-39,575
2017,210,32:00:38,Jakob BÖKMAN,Sweden,Men,50-54,562
2017,211,32:02:55,Loic BOURGAIN,France,Men,20-34,552
2017,212,32:03:11,Hidenari TSURUMI,Japan,Men,40-44,614
2017,213,32:03:55,Christof TEUSCHER,United States,Men,45-49,485
2017,214,32:04:34,Volker SAUERZAPF,Austria,Men,40-44,701
2017,215,32:04:39,Arjan VAN BINSBERGEN,Netherlands,Men,40-44,-
2017,216,32:05:07,Takefumi YAMAMOTO,Japan,Men,35-39,-
2017,217,32:05:44,Yann SIMARD,France,Men,35-39,642
2017,218,32:07:53,Enrique BARBER DOMENECH,Spain,Men,45-49,564
2017,219,32:09:31,Matthew KENNEDY,United Kingdom,Men,45-49,638
2017,220,32:09:54,Tomáš STVERAK,Czech Republic,Men,20-34,768
2017,221,32:10:50,Matteo COLOMBO,Italy,Men,20-34,-
2017,222,32:10:51,Lelio BOAGLIO,Italy,Men,50-54,-
2017,223,32:10:54,Martina CHIALVO,Italy,Women,20-34,720
2017,224,32:11:39,Miguel GARCIA GUTIERREZ,Spain,Men,55-59,637
2017,225,32:12:01,Julien DUNIAGUE,France,Men,35-39,703
2016,1,22:00:02,Ludovic POMMERET,France,Men,40-44,891
2016,2,22:26:05,Gediminas GRINIUS,Lithuania,Men,35-39,850
2016,3,22:30:28,Timo TOLLEFSON,United States,Men,20-34,852
2016,4,22:41:14,David LANEY,United States,Men,20-34,844
2016,5,22:44:16,Javier DOMINGUEZ LEDO,Spain,Men,40-44,766
2016,6,22:54:26,Zach MILLER,United States,Men,20-34,901
2016,7,23:12:43,Sebastien CAMUS,France,Men,35-39,820
2016,8,23:13:34,Julien CHORIER,France,Men,35-39,808
2016,9,23:25:38,Giulio ORNATI,Italy,Men,20-34,842
2016,10,23:27:18,Juan Maria JIMENEZ LLORENS,Spain,Men,20-34,759
2016,11,23:44:43,Marco ZANCHI,Italy,Men,40-44,561
2016,12,23:50:21,Javier RODRIGUEZ-BODAS,Spain,Men,45-49,784
2016,13,23:53:25,Victor BERNAD BLASCO,Spain,Men,35-39,783
