Race UID,year,Race Title,N Participants,Race Category,Distance,Elevation Gain,Mean Finish Time,Winning Time,Last Time,N DNF,N Women,N Countries
13587,2018,Elba Trail 2018 - GTE Reloaded ,82,50K,57.3,3710.0,9.5355,5.8583,12.3694,0,17,4
13589,2018,Elba Trail 2018 - 38km,73,50K,38.5,2400.0,6.5128,4.1911,9.0758,0,24,8
13591,2018,RUNINSHIRAZ 2018,39,20K,21.9,1370.0,3.6345,0.0,4.3667,9,13,1
13595,2018,Vaarojen Maraton 2018 - 65 km,172,50K,66.6,2670.0,10.7412,0.0,15.8847,12,47,9
13595,2019,Vaarojen Maraton 2019 - 65 km,153,50K,65.8,1920.0,11.0443,0.0,16.0325,14,45,4
13595,2020,Vaarojen Maraton 2020 - 65 km,145,50K,65.7,1770.0,10.718,0.0,15.3206,16,39,4
13595,2021,Vaarojen Maraton 2021 - 65 km,155,50K,65.9,2970.0,11.0575,0.0,16.1917,14,44,2
13595,2022,Vaarojen Maraton 2022 - 65 km,183,50K,65.9,2970.0,10.9606,0.0,16.2617,21,62,5
13595,2023,Vaarojen Maraton 2023 - 65 km,218,50K,65.9,2970.0,11.8284,0.0,16.7822,22,74,6
13597,2018,TIGER and LEOPARD trail race 2018 - 25K,182,20K,26.5,1000.0,5.9644,0.0,9.1067,32,52,5
13597,2019,Tiger And Leopard Trail Race 2019 - TIGER and LEOPARD trail 25K,242,20K,26.9,1000.0,5.8187,2.8042,8.6372,0,78,9
13599,2018,TIGER and LEOPARD trail race 2018 - TIGER and LEOPARD trail race 35K,82,20K,34.1,1530.0,7.0135,0.0,8.7131,10,11,8
13599,2019,Tiger And Leopard Trail Race 2019 - TIGER and LEOPARD trail 35K,120,20K,34.4,1330.0,6.7756,4.2692,8.8456,0,21,8
136,2014,Trail De La Vallée Des Lacs 2014 - Le Grand Trail,199,100K,85.0,4500.0,14.2596,9.5233,18.1356,0,17,8
136,2015,Trail De La Vallée Des Lacs 2015 - Le Grand Trail,290,100K,90.1,4800.0,15.2626,10.0475,18.5036,0,17,7
136,2016,Trail De La Vallée Des Lacs 2016 - Le Grand Trail,284,100K,88.7,4940.0,14.7802,9.1019,18.6353,0,23,7
136,2017,Trail De La Vallée Des Lacs 2017 - Le Grand Trail,191,100K,88.0,4900.0,15.3915,10.09,19.2172,0,13,6
136,2018,Trail De La Vallée Des Lacs 2018 - Le Grand Trail,323,100K,90.2,5240.0,16.6952,0.0,20.2569,96,14,9
136,2019,Trail De La Vallée Des Lacs 2019 - Le Grand Trail,364,100K,90.6,5200.0,16.9644,0.0,20.5014,96,15,8
1360,2014,Iznik Ultra 2014 - Iznik Ultra 130 K,37,100K,133.0,2250.0,18.239,12.8997,23.3392,0,2,12
1360,2015,Iznik Ultra 2015 - Iznik Ultra 130 K,58,100K,131.2,2840.0,20.7076,13.3972,24.7519,0,4,14
1360,2016,Iznik Ultra 2016 - Iznik Ultra 130 K,33,100M,136.7,3330.0,21.9227,17.17,25.6058,0,2,5
1360,2017,Iznik Ultra 2017 - Ultra 140 K,37,100M,138.8,3460.0,21.1975,16.1486,25.0169,0,2,5
1360,2018,Iznik Ultra 2018 - Ultra 140 K,49,100K,137.3,3200.0,22.0406,16.3119,24.7253,0,2,3
1360,2019,Iznik Ultra 2019 - 160 K,74,100M,162.5,4470.0,26.5319,0.0,29.7208,53,9,6
1360,2021,Iznik Ultra 2021 - 160 K,21,100M,165.2,4180.0,25.177,20.4381,28.2464,0,0,4
1360,2022,Iznik Ultra 2022 - 160 K,17,100M,166.3,4910.0,27.3964,19.9253,32.1133,0,1,3
1360,2023,Iznik Ultra 2023 - 160 K,16,100M,166.3,4910.0,27.7931,20.3481,32.4525,0,1,4
13603,2018,Les Traces du Nord Basse-Terre 2018 - 83 km,35,100K,84.8,2660.0,17.7241,10.8942,25.2289,0,7,2
13603,2019,Les Traces du Nord Basse-Terre 2019 - 83 km,59,100K,84.4,2690.0,17.8417,0.0,27.6428,10,12,2
13603,2020,Les Traces du Nord Basse-Terre 2020 - 83 km,62,100K,83.7,2590.0,18.1221,9.7722,25.115,0,17,2
13605,2018,ULTRA TRAIL CHAOUEN 2018 - RIF MARATHON,58,50K,43.1,2280.0,7.6872,3.8753,12.7864,0,9,2
13605,2019,ULTRA TRAIL CHAOUEN 2019 - RIF MARATHON 42Km,70,50K,43.0,2320.0,7.8187,3.7672,11.8964,0,13,8
13607,2018,Marxa dels Roures 2018 - Roures Extrem,67,100K,98.1,6910.0,20.0713,13.0175,26.3269,0,4,6
13607,2019,Marxa dels Roures 2019 - Roures Extrem,48,100K,91.4,5620.0,17.999,11.8736,22.4836,0,3,8
13609,2018,Marxa dels Roures 2018 - Fanatic Roures,11,100M,127.2,8930.0,26.3418,20.9878,31.4392,0,0,2
13609,2019,Marxa dels Roures 2019 - Roures Fanatic,8,100M,131.2,8250.0,22.1739,15.96,28.1536,0,1,3
1361,2014,Iznik Ultra 2014 - Orhangazi Ultra 80 K,61,50K,80.0,1920.0,10.8343,6.8714,12.8011,0,9,9
1361,2015,Iznik Ultra 2015 - Orhangazi Ultra 80 K,62,100K,81.2,2130.0,12.0355,6.7569,14.2589,0,6,10
1361,2016,Iznik Ultra 2016 - Orhangazi Ultra 80 K,65,100K,85.3,2590.0,13.8374,9.5986,16.3678,0,8,10
1361,2017,Iznik Ultra 2017 - Orhangazi Ultra 90 K,44,100K,87.1,2860.0,12.7834,9.1147,16.0186,0,5,3
1361,2018,Iznik Ultra 2018 - Orhangazi Ultra 90 K,57,100K,85.2,2540.0,12.8327,9.1378,16.0225,0,7,3
1361,2019,Iznik Ultra 2019 - 90 K,68,100K,88.5,2740.0,13.7491,0.0,15.6683,17,4,4
1361,2021,Iznik Ultra 2021 - 90 K,33,100K,87.6,2380.0,10.7774,7.5189,13.98,0,2,1
13611,2018,Almaty Mountain HalfMarathon 2018 - Almaty Mountain HalfMarathon ,131,20K,21.6,330.0,2.1182,1.5692,3.2961,0,32,4
13613,2018,Juk-Trail # 5 Krevo 2018 -  Juk-Trail 70 Km,15,50K,73.7,810.0,9.5387,6.9222,11.4925,0,3,1
13613,2019,"Trail ""Vitovt"" 2019 - Trail  80",25,50K,80.5,1180.0,9.4279,6.8058,11.4678,0,4,1
13613,2020,"Trail ""Vitovt"" 2020 - Trail  65",23,50K,67.4,880.0,7.4162,6.0708,10.4167,0,5,1
13615,2018,Juk-Trail # 5 Krevo 2018 - 45 Km,22,20K,44.9,500.0,5.6277,4.1031,7.5333,0,3,2
13615,2019,"Trail ""Vitovt"" 2019 - Trail42",32,20K,40.7,810.0,4.7367,3.0517,7.4397,0,5,3
13615,2020,"Trail ""Vitovt"" 2020 - Trail 42",26,20K,42.1,550.0,4.5736,3.4858,6.2636,0,2,2
13617,2018,Trail du Vignemale 2018 - Trail du Grand Vignemale,322,50K,41.2,2840.0,7.608,4.9089,10.0239,0,16,4
13619,2018,Tērvetes meža Stirnu buks 2018 - Lūsis (Bobcat),265,20K,29.3,380.0,3.2341,2.0428,5.6533,0,70,3
1362,2014,Kettle Moraine 100 2014 - 100 Mile,111,100M,161.9,2682.0,26.0094,16.9228,31.67,0,32,2
1362,2015,Kettle Moraine 100 2015 - 100 Mile,164,100M,163.8,3720.0,26.1906,15.7236,31.7061,0,44,4
1362,2016,Kettle Moraine 100 2016 - 100 Mile,133,100M,160.9,2650.0,25.9476,17.2439,29.7483,0,31,2
1362,2017,Kettle Moraine 100 2017 - 100 Mile,102,100M,161.1,2570.0,26.1041,18.4497,30.2128,0,26,2
1362,2018,Kettle Moraine 100 2018 - 100 Mile,182,100M,160.9,2660.0,25.4803,0.0,31.0328,20,39,7
1362,2019,Kettle Moraine 100 2019 - 100 Mile,166,100M,161.0,2650.0,26.5322,16.2919,29.9528,0,45,3
13621,2018,Piekrastes Stirnu buks 2018 - Stirnu buks (Roebuck),507,20K,22.5,200.0,2.5991,1.5333,4.3897,0,161,5
13621,2019,Piekrastes Stirnu buks 2019 - Stirnu Buks (Roebuck),593,20K,23.6,520.0,2.4271,1.5044,4.2528,0,190,8
13623,2018,Piekrastes Stirnu buks 2018 - Zaķis (Hare),1342,-,10.7,150.0,1.3516,0.7097,2.4431,0,635,7
13623,2019,Piekrastes Stirnu buks 2019 - Zaķis (Hare),1539,-,12.2,150.0,1.4521,0.7944,3.1428,0,702,14
13627,2018,UMM Urduñako Mendi Maratoia 2018 - UMM Corta,87,-,11.1,390.0,1.4064,0.9344,2.3917,0,25,2
1363,2015,THE PONY EXPRESS 2015 - THE PONY EXPRESS - 60 MILES,102,50K,95.0,1051.0,12.1731,6.8239,19.1964,0,44,7
13633,2018,Chinese Fushou Mountain international Trail Race 2018 - Chinese Fushou Mountain  27K,99,20K,34.0,1410.0,5.8199,2.9028,8.2244,0,38,1
13633,2019,Chinese Fushou Mountain international Trail Race 2019 - 30K,91,20K,34.0,1290.0,6.5014,3.9828,8.8689,0,30,1
13633,2021,Chinese Fushou Mountain international Trail Race 2021 - CFM Trail Race-35K,168,20K,33.8,1130.0,6.4953,3.1247,11.1864,0,68,1
13635,2018,Chinese Fushou Mountain international Trail Race 2018 - 50K,82,50K,57.0,2460.0,11.0398,6.4197,13.7583,0,17,1
13635,2019,Chinese Fushou Mountain international Trail Race 2019 - 50K,82,50K,54.5,2440.0,10.8899,6.9825,14.1356,0,19,1
13635,2021,Chinese Fushou Mountain international Trail Race 2021 - CFM Trail Race-75K,89,100K,74.8,2880.0,15.3879,8.7528,19.7525,0,26,1
13637,2018,ULTRA TRAIL CHAOUEN 2018 - X-plo RIF 16Km,82,20K,16.2,870.0,2.7732,1.4906,4.0064,0,19,4
13639,2018,CALDEIRA TRAIL 2018 - Petite Caldeira,181,50K,47.0,1700.0,8.1782,4.4719,15.2122,0,49,2
13639,2019,CALDEIRA TRAIL 2019 - Petite Caldeira,395,50K,49.8,2630.0,9.4166,5.2406,19.5,0,103,4
13639,2020,CALDEIRA TRAIL 2020 - Bruleries de la Fournaise,270,50K,47.4,1130.0,8.7066,0.0,13.1417,8,71,4
13641,2018,Senpereko trail 2018 - 42Km,249,50K,42.0,2800.0,7.3262,4.5817,10.2489,0,32,2
13641,2019,Senpereko trail 2019 - 42Km,470,50K,42.8,2530.0,6.9767,0.0,9.4625,26,57,4
13641,2020,Senpereko trail 2020 - 42Km,466,50K,43.3,2780.0,7.3521,0.0,9.3747,78,72,3
13641,2022,SENPEREKO TRAIL 2022 - GOTORLEKUEN ITZULIA 42km,591,50K,42.6,2750.0,7.7134,0.0,10.5506,66,96,4
13641,2023,SENPEREKO TRAIL 2023 - GOTORLEKUEN ITZULIA 42km,608,50K,41.9,2525.0,6.939,4.1625,10.0456,0,104,5
13641,2024,SENPEREKO TRAIL 2024 - GOTORLEKUEN ITZULIA 42km,653,50K,41.9,2525.0,7.0125,0.0,10.0192,33,100,5
13643,2018,Hubert 100 Miles 2018,16,100M,155.4,2350.0,28.2785,19.4836,33.2389,0,4,2
13643,2019,Ben Hockings 2019 - Hubert 100 Miles,17,100M,157.8,2630.0,29.9279,23.1914,34.5311,0,3,1
13645,2018,Mines of Spain 2018 - 100 Kilometer,72,100K,101.6,2570.0,15.6893,0.0,22.3897,10,20,2
13645,2019,Mines of Spain 2019 - 100 Kilometer,60,100K,101.1,2580.0,15.9018,0.0,21.9442,8,15,1
13645,2020,Mines of Spain 2020 - 100 Kilometer,44,100K,98.9,2560.0,15.2524,0.0,22.5039,8,15,3
13645,2021,Mines of Spain 2021 - 100 Kilometer,78,100K,102.8,2590.0,15.8729,0.0,22.4925,10,21,1
13645,2022,Mines of Spain 2022 - 100 Kilometer,80,100K,102.8,2590.0,16.1615,0.0,22.3144,19,41,2
13647,2018,Mines of Spain 2018 - 100 Mile,60,100M,170.0,4360.0,29.0249,0.0,32.9314,25,13,2
13647,2019,Mines of Spain 2019 - 100 Mile,76,100M,169.0,4330.0,28.166,0.0,32.9369,22,24,1
13647,2020,Mines of Spain 2020 - 100 Mile,98,100M,167.5,4310.0,27.3339,0.0,32.6581,32,29,1
13647,2021,Mines of Spain 2021 - 100 Mile,88,100M,171.4,4330.0,27.3909,0.0,32.9428,30,23,3
13647,2022,Mines of Spain 2022 - 100 Mile,102,100M,171.4,4330.0,28.8709,0.0,33.1336,36,32,4
13649,2018,Kozara Ultra Trail 2018 - 40 km,44,50K,40.0,2120.0,7.2695,0.0,9.2825,13,12,6
13649,2019,Kozara Ultra Trail 2019 - 40 km,44,50K,38.8,2190.0,7.2014,0.0,9.0586,2,11,8
13649,2020,Kozara Ultra Trail 2020 - Marathon ,19,50K,40.6,1820.0,6.8545,0.0,9.8114,2,2,4
13651,2018,Kozara Ultra Trail 2018 - 100 km,20,100K,103.8,4000.0,18.6407,0.0,23.5575,12,2,6
13651,2019,Kozara Ultra Trail 2019 - 100 km,19,100K,103.8,3860.0,20.691,0.0,29.4244,9,6,5
13653,2018,Bolivia Xperience Trail Running Tour 2018 - LA CHAKANA 73K,14,50K,73.3,2390.0,13.3364,10.5922,16.7811,0,5,1
13653,2020,Bolivia Xperience Trail Running Tour 2020 - LA CHAKANA 73K,3,50K,73.4,2460.0,12.7871,10.2833,14.7406,0,1,1
13655,2018,Bolivia Xperience Trail Running Tour 2018 - LA CHAKANA 33K,51,20K,32.7,1100.0,4.9388,2.7367,7.1233,0,19,3
13655,2020,Bolivia Xperience Trail Running Tour 2020 - LA CHAKANA 33K,23,20K,32.7,1110.0,4.9913,3.2047,5.7917,0,9,3
13657,2017,Dick Collins Firetrails 2017 - Marathon,45,50K,42.0,1200.0,6.0716,3.1361,9.6006,0,17,3
13657,2019,Dick Collins Firetrails 2019 - Golden Hills Marathon,43,50K,42.5,1110.0,6.2535,3.8886,10.6481,0,25,2
13657,2021,Dick Collins Firetrails 2021 - Golden Hills Marathon,53,50K,42.4,1200.0,6.2055,3.7928,10.2394,0,21,1
13657,2022,Dick Collins Firetrails 2022 - Golden Hills Marathon,37,50K,42.4,1200.0,7.0496,4.4497,11.5122,0,19,4
13657,2023,Dick Collins Firetrails 2023 - Golden Hills Marathon,31,50K,42.4,1200.0,5.8555,3.0067,9.2975,0,14,2
13659,2017,Dick Collins Firetrails 2017 - Bay Ridge 100k,37,100K,101.8,3170.0,14.3876,10.2747,16.8758,0,5,2
13659,2018,Dick Collins Firetrails 2018 - Bay Ridge 100k,31,100K,100.3,3140.0,14.6732,9.9408,16.6167,0,7,2
13659,2019,Dick Collins Firetrails 2019 - Bay Ridge 100k,31,100K,100.3,3140.0,14.5675,10.295,16.4656,0,6,2
13659,2021,Dick Collins Firetrails 2021 - Bay Ridge 100k,22,100K,100.3,3140.0,14.6264,12.5358,16.3589,0,7,2
13661,2018,Ruco Ultra Trail 2018 - 105km,11,100M,102.9,7540.0,26.014,20.0333,29.83,0,0,3
13663,2018,Ultra Trail Beaujolais Vert 2018 - UTBV  105 Relais 1 60km,21,50K,61.2,2940.0,9.469,6.2658,11.7225,0,5,3
13665,2018,Compressport UTN100 2018 - Pha Wiang Trail 30,474,20K,31.3,1450.0,7.4414,0.0,9.9933,31,201,10
13665,2019,Ultra-Trail Nan 100 2019 - Pha Wiang Trail 30,454,20K,31.3,1450.0,7.4387,0.0,9.965,16,238,7
13665,2020,Ultra-Trail Nan 100 2020 - Pha Wiang Trail 30,414,20K,31.9,1350.0,7.8727,0.0,9.9833,22,211,4
13665,2021,Ultra-Trail Nan 100 2021 - Pha Wiang Trail 30,161,20K,31.9,1350.0,7.6926,3.0758,9.9594,0,77,3
13665,2022,Ultra-Trail Nan 100 2022 - Pha Wiang Trail 30,124,20K,31.2,1500.0,6.6428,0.0,9.8742,7,49,5
13665,2023,Ultra-Trail Nan 100 2023 - Pha Wiang Trail 30,102,20K,31.2,1500.0,7.1362,3.1236,10.8953,0,38,5
13667,2018,Compressport UTN100 2018 - Pua Cross Country 15,355,-,14.4,230.0,2.3735,0.0,3.5328,2,229,1
13667,2019,Ultra-Trail Nan 100 2019 - Pua Cross Country 15,303,-,14.4,220.0,2.3872,1.0311,3.6814,0,203,2
13667,2020,Ultra-Trail Nan 100 2020 - Pua Cross Country 15,160,-,14.9,220.0,2.1798,1.1253,3.5678,0,111,1
13669,2018,Utsukushigahara Trail Run 2018 - 90K,24,100K,89.3,5110.0,14.074,11.065,15.8514,0,0,2
13669,2019,Utsukushigahara Trail Run 2019 - 90K,48,100K,90.1,5240.0,14.741,10.9572,16.6561,0,4,2
1367,2014,PONITRIANSKA STOVKA 2014 - P100,149,100K,105.0,4070.0,20.1474,11.2,33.0,0,15,8
1367,2015,PONITRIANSKA STOVKA 2015 - P100,145,100K,106.3,3790.0,18.5454,11.7,23.75,0,18,7
1367,2016,PONITRIANSKA STOVKA 2016 - P100,139,100K,106.3,3790.0,18.0845,11.0169,23.9881,0,15,9
1367,2017,PONITRIANSKA STOVKA 2017,126,100K,106.6,3800.0,18.4851,10.5833,23.9739,0,6,6
1367,2018,PONITRIANSKA STOVKA 2018,213,100K,106.4,3400.0,18.0605,11.9881,23.8686,0,25,10
1367,2019,PONITRIANSKA STOVKA 2019,202,100K,106.4,3410.0,17.2577,10.0031,23.705,0,25,12
1367,2020,PONITRIANSKA STOVKA 2020,139,100K,106.5,3810.0,17.7197,9.8994,23.87,0,25,8
1367,2021,PONITRIANSKA STOVKA 2021,237,100K,106.2,3600.0,18.289,0.0,24.79,58,40,6
13671,2018,Hani Terrace Trail Run 2018 - 25K,91,20K,20.8,1070.0,4.5084,2.6814,6.0614,0,35,1
13673,2018,Hochkönigman 2018 - Hochkönig Skyrace,49,50K,30.9,2690.0,5.2008,0.0,7.1094,18,8,7
13673,2019,Hochkönigman 2019 - Hochkönig Skyrace,98,50K,30.8,2460.0,4.6917,3.1514,6.4403,0,14,13
13673,2021,Hochkönigman 2021 - Hochkönig Skyrace,83,50K,32.6,2720.0,5.5618,0.0,7.7306,6,17,16
13673,2022,Hochkönigman 2022 - Hochkönig Skyrace,162,50K,32.2,2680.0,5.5729,0.0,9.2022,26,29,20
13673,2023,Hochkönigman 2023 - Hochkönig Skyrace,185,50K,34.9,2920.0,5.9941,0.0,10.1261,16,37,29
13675,2018,"GRAND WUTAI PILGRIMAGE 2018 - (team, 70km)",116,100K,70.6,3570.0,14.5801,0.0,15.4639,70,24,3
13675,2019,GRAND WUTAI PILGRIMAGE 2019 - 70km team,78,100K,70.0,3618.0,11.9881,0.0,13.8808,14,18,3
13677,2018,ULTRA-TRAIL QINGYUAN FEIXIA MOUNTAIN 2018 - 25K,177,20K,26.0,1040.0,6.2014,3.6675,7.9547,0,47,5
13679,2018,ULTRA-TRAIL QINGYUAN FEIXIA MOUNTAIN 2018 - 50K,160,50K,50.4,1810.0,11.6581,6.9756,14.7522,0,27,3
1368,2014,Badger Mountain Challenge 2014 - 100 Mile,42,100M,161.0,4300.0,27.3964,17.2667,31.5,0,9,2
1368,2015,Badger Mountain Challenge 2015 - 100 Mile,21,100M,156.7,4760.0,26.7283,16.9306,31.7289,0,6,3
1368,2016,Badger Mountain Challenge 2016 - 100 Mile,26,100M,156.7,4760.0,26.1425,19.2831,31.8258,0,3,1
1368,2017,Badger Mountain Challenge 2017 - 100 Mile,43,100M,156.7,4760.0,26.4733,17.5461,31.6461,0,8,2
1368,2018,Badger Mountain Challenge 2018 - 100 Mile,58,100M,158.4,4510.0,25.637,16.5408,33.7531,0,14,3
1368,2019,Badger Mountain Challenge 2019 - 100 Mile,83,100M,158.6,4450.0,25.645,16.8875,33.3769,0,19,2
1368,2021,Badger Mountain Challenge 2021 - 100 Mile,71,100M,158.6,4450.0,26.365,18.1519,32.2631,0,16,2
1368,2022,Badger Mountain Challenge 2022 - 100 Mile,61,100M,158.4,4450.0,27.472,17.8194,34.8294,0,17,3
1368,2023,Badger Mountain Challenge 2023 - 100 Mile,65,100M,158.4,4450.0,26.7555,15.7361,33.1828,0,16,2
13681,2018,ULTRA-TRAIL QINGYUAN FEIXIA MOUNTAIN 2018 - 50K TEAM,50,50K,50.2,1810.0,12.181,9.0281,14.5581,0,16,1
13685,2018,Cascais Trail Experience 2018 - Cascais Trail Experience (Long Trail-K24),389,20K,25.0,960.0,3.2059,1.8925,5.0444,0,65,8
13687,2018,Oman by UTMB 2018 - 130Km,325,100M,136.8,7790.0,37.4089,0.0,45.4517,183,45,51
13687,2019,Oman by UTMB 2019 - 130Km,253,100M,128.7,7480.0,34.7519,0.0,42.5289,85,30,48
13689,2018,Trail du Vignemale 2018 - Trail du Petit Vignemale,181,50K,36.4,2290.0,7.0066,4.3508,8.8956,0,19,3
13691,2017,Napa Valley 2017 - 50 Km,55,50K,50.0,2300.0,7.986,5.2258,10.1469,0,14,3
13691,2018,Napa Valley 2018 - 50 Km,51,50K,50.0,2240.0,7.8648,4.7925,10.5008,0,18,4
13691,2019,Napa Valley 2019 - 50 Km,55,50K,50.0,2240.0,7.8635,5.5722,9.915,0,15,3
13691,2021,Napa Valley Endurance Run 2021 - 50k,45,50K,50.0,2500.0,8.2977,5.1186,11.3067,0,12,6
13691,2022,Napa Valley Endurance Run 2022 - 50k,30,50K,50.0,2500.0,8.492,5.4397,11.0,0,5,3
13691,2023,Napa Valley Endurance Run 2023 - 50k,62,50K,50.0,2500.0,8.2706,4.7567,11.5228,0,13,2
13693,2017,Stevens creek striders trail 2017 - 50 km,28,50K,50.0,1400.0,6.4522,4.2211,9.0339,0,5,4
13695,2018,ULTRA TRAIL PULULAHUA  ECUADOR 2018 - 100 KM,32,100K,99.5,5780.0,19.1377,0.0,21.8056,9,6,4
13697,2018,S-Mountain 2018 - YUZAWA SKY EXTREME 2018,62,50K,54.8,3540.0,10.8488,0.0,11.9819,20,3,2
13699,2018,NAFARROA XTREM 2018 - 33K,288,20K,33.0,1490.0,4.0828,2.8419,7.0739,0,27,3
13699,2019,NAFARROA XTREM 2019 - 33K,351,20K,32.9,1480.0,4.3741,2.8375,6.8144,0,51,2
13703,2018,Guiyang Yunyan Qianling Mountain Rallisport Challenge 2018,14,20K,22.3,1480.0,4.118,3.5764,4.7836,0,3,1
13707,2018,Trail Du Tour Des Fiz 2018 - Tour des 8 refuges - relais 1,14,50K,30.0,2300.0,4.7759,3.8817,5.9861,0,7,2
13711,2018,Luzhai Zhongdu Eco Trail Carnival 2018 - 53KM,317,50K,54.0,1810.0,10.5333,0.0,12.9336,24,82,6
13713,2018,Luzhai Zhongdu Eco Trail Carnival 2018 - 25KM,2,20K,26.7,710.0,0.0,0.0,0.0,2,1,1
13717,2017,TRAIL DU MONT D'OR 2017 - 26 km,215,20K,26.0,1480.0,3.4809,2.2225,5.1611,0,49,6
13717,2018,TRAIL DU MONT D'OR 2018 - Tour du Mont d'Or,333,20K,25.6,1030.0,3.0743,1.9658,4.5197,0,62,5
13717,2019,TRAIL DU MONT D'OR 2019 - Tour du Mont d'Or,329,20K,25.2,1130.0,3.3863,1.9831,5.0928,0,76,5
13719,2018,Inner Mongolia 60Km Ultra Marathon 2018 - 100KM Ultra Marathon,218,100K,95.6,3090.0,17.9395,10.1944,24.9372,0,39,2
13719,2019,Inner Mongolia 60Km Ultra Marathon 2019 - 100KM Ultra Marathon,102,100K,95.1,3090.0,18.0968,10.0867,24.7944,0,22,1
13721,2017,Ultra-Trail® Chiangrai 2017 - 38Km,380,20K,37.9,1110.0,7.6703,3.6894,11.0131,0,115,14
13721,2018,Ultra-Trail® Chiangrai 2018 - 38Km,298,20K,37.9,1110.0,7.5711,3.4825,11.3167,0,81,13
13721,2019,Ultra-Trail® Chiangrai 2019 - 38Km,388,20K,37.9,1140.0,7.4201,3.4853,9.9858,0,132,14
13721,2020,Ultra-Trail® Chiangrai 2020 - 38Km,130,20K,37.9,1050.0,7.191,4.2078,9.6575,0,45,7
13723,2017,Ultra-Trail® Chiangrai 2017 - 66Km,175,50K,66.1,2740.0,16.9826,9.5653,21.5247,0,37,9
13723,2018,Ultra-Trail® Chiangrai 2018 - 66Km,151,50K,66.1,2740.0,15.408,9.2842,20.3031,0,32,14
13723,2019,Ultra-Trail® Chiangrai 2019 - 66Km,169,50K,66.2,2740.0,15.1958,8.8653,18.7164,0,32,13
13723,2020,Ultra-Trail® Chiangrai 2020 - 68Km,70,50K,68.3,2700.0,15.2026,9.5225,17.9786,0,17,4
13725,2017,Ultra-Trail® Chiangrai 2017 - 122 Km,60,100M,121.9,5210.0,32.3524,14.5853,39.3239,0,9,8
13725,2018,Ultra-Trail® Chiangrai 2018 - 122Km,49,100M,121.9,5230.0,31.6457,17.515,35.9214,0,14,11
13725,2019,Ultra-Trail® Chiangrai 2019 - 122Km,93,100M,122.1,5260.0,31.5083,15.1761,39.9544,0,17,12
13725,2020,Ultra-Trail® Chiangrai 2020 - 122Km,29,100M,124.1,5230.0,31.7623,21.2406,35.7014,0,9,2
13727,2018,Ultra-Trail® Chiangrai 2018 - 232Km,9,100M,232.7,10810.0,53.2695,37.0931,58.2275,0,1,2
13727,2019,Ultra-Trail® Chiangrai 2019 - 230Km,47,100M,231.3,9090.0,53.8495,38.2514,59.7158,0,7,6
13727,2020,Ultra-Trail® Chiangrai 2020 - 230Km,37,100M,229.1,9250.0,55.9624,36.3356,59.9803,0,5,3
13729,2018,UltraKek Trail- Cserhat 2018,24,100K,82.3,2120.0,11.5719,8.8311,14.8011,0,4,2
13731,2018,Papudo Trail Run 2018 - 21K,123,20K,22.7,790.0,3.2196,1.9333,5.5122,0,35,7
13731,2019,Papudo Trail Run 2019 - 21K,119,20K,23.7,1000.0,2.8136,2.0669,4.07,0,32,4
13733,2018,Papudo Trail Run 2018 - 32K,79,20K,31.3,1360.0,4.1923,2.9053,5.5306,0,12,3
13733,2019,Papudo Trail Run 2019 - 25K,80,20K,25.1,740.0,2.5662,2.0494,3.2489,0,11,4
13737,2018,Subida al Poste - La Frontera 2018 - 12k,81,-,12.4,520.0,1.6346,1.0053,2.9825,0,22,2
13739,2018,Subida al Poste - La Frontera 2018 - 17k,56,20K,16.5,1080.0,2.5845,1.8169,3.2061,0,7,2
13741,2018,I NightTrail San Julian 2018 - 13k,109,-,13.1,620.0,1.6597,1.1153,2.1542,0,14,2
13747,2018,ULTRA TRAIL PULULAHUA  ECUADOR 2018 - 70 km,14,50K,60.9,3360.0,11.4271,0.0,16.6353,1,2,3
13751,2018,cross country Ultra Series 2018 - cross Country Ultra 83KM,72,50K,80.2,1170.0,15.2485,9.4689,19.1281,0,16,5
13753,2018,GARMIN ULTRA RACE STOLOWE MOUNTAINS 2018 - 24 km,482,20K,24.2,770.0,3.1299,1.8067,4.5953,0,168,5
13753,2019,GARMIN ULTRA RACE STOLOWE MOUNTAINS 2019 - 24 km,412,20K,24.2,780.0,3.1573,1.8153,5.1275,0,145,4
13753,2020,Garmin Ultra Race Radków 2020 - 24 km,324,20K,24.7,910.0,3.1778,1.8461,4.7686,0,105,6
13753,2021,GARMIN ULTRA RACE RADKÓW 2021 - GUR24 RADKÓW,406,20K,24.0,1030.0,3.3056,1.9453,5.9367,0,130,4
13753,2022,GARMIN ULTRA RACE RADKÓW 2022 - GUR24 RADKÓW,275,20K,24.0,1030.0,3.3042,1.8906,4.7369,0,88,1
13755,2017,Trail des Hauts Forts 2017 - Relais 1 - 30 km,13,50K,30.5,2160.0,3.9593,3.3056,5.6314,0,5,1
13755,2018,Trail des Hauts Forts 2018 - Relais des Contrebandiers - Partie 1,19,50K,30.6,2147.0,4.0949,3.19,4.9328,0,5,3
13755,2019,Trail des Hauts Forts 2019 - Relais des Contrebandiers - Partie 1,44,50K,30.3,2110.0,4.4041,3.2197,5.9233,0,7,4
13755,2020,Trail des Hauts Forts 2020 - Relais des Contrebandiers - Partie 1,41,20K,28.2,2070.0,4.0826,3.0775,5.6758,0,13,1
