Race UID,year,Race Title,N Participants,Race Category,Distance,Elevation Gain,Mean Finish Time,Winning Time,Last Time,N DNF,N Women,N Countries
41370,2023,K42 CANARIAS ANAGA MARATHON 2023 - K42,433,50K,42.2,2365.0,6.7071,3.7378,9.2808,0,52,25
41372,2019,K42 CANARIAS 2019 - K21,830,20K,20.3,970.0,2.5966,1.4861,4.2806,0,175,20
41372,2021,K42 CANARIAS ANAGA MARATHON 2021 - K21,725,20K,20.3,970.0,2.4881,1.4767,4.2417,0,157,15
41372,2022,K42 CANARIAS ANAGA MARATHON 2022 - K21,742,20K,21.0,955.0,2.601,1.5036,4.3758,0,178,20
41372,2023,K42 CANARIAS ANAGA MARATHON 2023 - K21,788,20K,21.0,955.0,2.4551,1.4358,3.9911,0,155,16
41374,2019,K42 CANARIAS 2019 - K12,321,-,11.8,530.0,1.6101,0.9367,2.8797,0,118,16
41378,2024,Trail des collines normandes 2024 - Trail des aiglons,123,50K,50.0,1550.0,6.1907,4.2661,7.9539,0,12,2
41384,2023,Mount Yun by UTMB 2023 - DMY100K,365,100K,96.8,4356.0,21.4784,0.0,28.3725,61,76,4
41384,2024,Mount Yun by UTMB 2024 - DMY 100K,668,100K,96.8,4356.0,21.8251,0.0,28.0336,72,168,10
41386,2023,Mount Yun by UTMB 2023 - MMY50K,867,50K,48.2,2380.0,10.1792,0.0,15.2464,16,236,6
41386,2024,Mount Yun by UTMB 2024 - MMY 50K,1335,50K,48.3,2407.0,9.7049,0.0,15.4058,21,418,15
41388,2023,Mount Yun by UTMB 2023 - EMY20K,1030,20K,21.3,1376.0,5.5806,0.0,9.0767,30,335,7
41388,2024,Mount Yun by UTMB 2024 - EMY 20K,1284,20K,21.1,1389.0,5.6393,0.0,9.5139,19,496,13
4139,2016,Desert Challenge Paracas 2016 - Short 25.5K,37,20K,24.9,230.0,2.5928,1.8444,3.5158,0,12,2
4139,2017,Desert Challenge Paracas 2017 - Short 25.5K,36,20K,25.5,243.0,3.0254,1.6742,5.9297,0,13,4
41392,2023,Desafio Cumes do Marão 2023 - 30K,32,50K,30.0,2303.0,4.5415,3.3336,7.0156,0,2,2
41394,2023,Desafio Cumes do Marão 2023 - 20K,39,20K,19.0,1249.0,3.0254,2.0289,5.8675,0,6,3
41396,2023,Ultra Abant 2023,31,50K,59.0,2330.0,8.1365,0.0,11.6342,1,3,1
41398,2023,Ultra Abant 2023 - Lotus,126,20K,33.0,1260.0,4.2523,0.0,6.1053,2,28,1
41400,2023,Ultra Abant 2023 - Forest Run,170,20K,18.0,630.0,2.3587,0.0,4.9333,3,47,4
41402,2023,Shenzhen Hiking Trail Trailrunning Series 2023 - 低碳城站,288,20K,21.3,1010.0,3.9941,2.1175,6.1989,0,63,6
41408,2023,WUTONG MOUTAIN TRAIL GAME -Divine Beast of Six Moutains Series 2023 - 30km,104,20K,30.0,1920.0,5.9839,3.1808,8.1697,0,26,3
4141,2014,Fat Dog Trail Race 2014 - 120 Mile,84,100M,193.1,8675.0,39.4906,25.7639,47.2147,0,16,7
4141,2015,Fat Dog Trail Race 2015 - 120 Mile,97,100M,193.4,8920.0,39.2058,25.1244,47.9106,0,22,10
4141,2016,Fat Dog Trail Race 2016 - 120 Mile,109,100M,193.4,8920.0,40.8164,28.3611,47.9347,0,20,8
4141,2017,Fat Dog Trail Race 2017 - 120 Mile,160,100M,194.8,9080.0,40.0443,0.0,47.7333,55,34,10
4141,2019,Fat Dog Trail Race 2019 - 120 Mile,140,100M,192.5,9060.0,40.786,0.0,48.87,45,24,9
4141,2022,Fat Dog Trail Race 2022 - 120 Mile,131,100M,191.9,8990.0,42.5891,0.0,48.4281,58,24,9
4141,2023,Fat Dog Trail Race 2023 - Fatdog 120 Mile,141,100M,199.4,8670.0,41.8738,0.0,48.2767,63,29,8
41412,2023,TRENCACLOSQUES  2023,189,20K,21.0,1100.0,3.1204,1.8686,4.9156,0,47,6
41414,2023,Échappée Belle 2023 - L'Intégrale (Vizille - Pleynet) - Shunt 1,39,100K,61.5,5405.0,15.3023,13.8025,16.6944,0,4,4
41416,2023,Échappée Belle 2023 - L'Intégrale (Vizille - Pleynet) - Shunt 2,78,100K,63.0,5206.0,14.7389,13.2683,16.4514,0,8,4
41418,2023,Échappée Belle 2023 - L'Intégrale (Vizille - Pleynet) - Shunt 1 et 2,161,100K,60.2,4896.0,15.2756,13.6314,16.6081,0,9,9
4142,2014,Fat Dog Trail Race 2014 - 70 Mile,22,100K,110.0,4020.0,21.2308,13.2356,28.3172,0,9,4
4142,2015,Fat Dog Trail Race 2015 - 70 Mile,43,100K,112.1,3774.0,20.8319,13.5006,26.8764,0,16,3
4142,2016,Fat Dog Trail Race 2016 - 70 Mile,46,100K,112.1,3770.0,20.2828,13.1261,26.4811,0,10,3
4142,2017,Fat Dog Trail Race 2017 - 70 Mile,48,100K,111.3,3830.0,21.3296,0.0,26.5019,6,18,4
4142,2019,Fat Dog Trail Race 2019 - 70 Mile,52,100K,111.0,3800.0,21.0974,0.0,26.9972,16,15,9
4142,2022,Fat Dog Trail Race 2022 - 70 Mile,39,100K,110.7,3810.0,18.9956,0.0,28.0906,6,14,3
4142,2023,Fat Dog Trail Race 2023 - Fatdog 100K,70,100K,104.5,4502.0,19.5346,0.0,25.4214,9,22,4
41420,2023,adidas TERREX INFINITE TRAILS 2023 - Team Loop S,95,20K,21.4,1855.0,3.8311,0.0,6.5539,1,41,17
41422,2023,adidas TERREX INFINITE TRAILS 2023 - Team Loop M,90,50K,35.0,2700.0,5.9532,3.7903,9.1036,0,29,10
41424,2023,adidas TERREX INFINITE TRAILS 2023 - Team Loop L,93,50K,44.0,3000.0,6.6557,0.0,9.8083,1,21,11
41426,2023,CAEN CA BOUGE 2023 - 14KM,1097,-,14.0,213.0,1.5373,0.8539,2.2386,0,472,2
41428,2023,Trail 2 Heaven 2023 - Benasque Trail 2 Heaven,37,50K,35.0,1500.0,5.6059,0.0,6.8094,6,7,3
4143,2016,Samoëns Trail Tour 2016 - Trail Découverte,253,20K,17.8,1000.0,2.7732,1.5856,4.3883,0,93,7
4143,2017,Samoëns Trail Tour 2017 - Trail Découverte,392,20K,17.8,971.0,2.8411,1.6694,4.9764,0,168,14
4143,2018,Samoëns Trail Tour 2018 - Trail Découverte,504,20K,17.9,1010.0,2.9701,1.5642,6.3556,0,243,13
4143,2019,Samoëns Trail Tour 2019 - Trail Découverte,664,20K,17.9,1010.0,2.8488,0.0,4.9428,8,326,16
41430,2024,Ultramaraton El Salvador 100 Millas 2024 - UltraEs 100 Millas,11,100M,165.6,9000.0,33.5648,26.3194,46.3303,0,2,3
4144,2015,Ultra Trail Torres Del Paine 2015 - 50 Km,62,50K,50.7,2270.0,8.2449,5.4053,10.5231,0,14,14
4144,2016,Ultra Trail Torres Del Paine 2016 - 50 Km,55,50K,50.7,1640.0,7.1392,4.8069,9.8572,0,15,10
4144,2017,Ultra Paine 2017 - 50 Km,117,50K,51.5,1630.0,8.1219,5.2594,11.4308,0,45,19
4144,2018,Ultra Paine 2018 - 50 Km,88,50K,51.5,1630.0,8.6305,0.0,12.6658,3,35,17
4144,2019,Ultra Paine 2019 - 50 Km,70,50K,51.6,1620.0,8.0594,5.0628,11.2586,0,21,14
4144,2021,Ultra Paine 2021 - 50k,119,50K,50.0,1710.0,7.6033,0.0,11.2106,1,26,4
4144,2022,Ultra Paine 2022 - Ultra Paine - 50K,91,50K,50.0,1630.0,7.459,4.9469,11.245,0,20,16
4144,2023,Ultra Paine 2023 - Ultra Paine - 50K,69,50K,50.0,1630.0,7.4022,0.0,11.2386,1,14,12
41444,2023,Festival Guarulhos Eco Esporte 2023 Reverse 2023 - Festival Guarulhos Eco Esporte 2023 - 60 km Reverse,32,50K,60.1,2527.0,8.908,5.6517,11.3578,0,4,2
41446,2023,Festival Guarulhos Eco Esporte 2023 Reverse 2023 - Festival Guarulhos Eco Esporte 2023 - 44 km Reverse,17,50K,44.0,2023.0,6.4593,4.8983,8.2833,0,5,1
41448,2023,Festival Guarulhos Eco Esporte 2023 Reverse 2023 - Festival Guarulhos Eco Esporte 2023 - 34 km,28,20K,34.0,1555.0,4.9085,3.0894,7.5744,0,6,2
4145,2014,Ehunmilak Ultra-Trail® 2014,150,100M,171.4,10090.0,37.6451,23.4861,47.4581,0,7,6
4145,2015,Ehunmilak Ultra-Trail® 2015,157,100M,171.5,10090.0,35.7097,24.1914,47.8611,0,7,9
4145,2016,Ehunmilak Ultra-Trail® 2016,189,100M,170.7,10152.0,38.1756,23.3769,47.9231,0,10,9
4145,2017,Ehunmilak Ultra-Trail® 2017,215,100M,170.7,10160.0,38.419,22.3675,47.8592,0,13,12
4145,2018,Ehunmilak Ultra-Trail® (Ehm) 2018 - Ehunmilak Ultra-Trail® Stopped in Madarixa,123,50K,44.8,2760.0,7.5731,6.2222,8.6667,0,5,11
4145,2019,Ehunmilak Ultra-Trail® 2019,281,100M,172.0,10210.0,37.5243,22.365,47.4669,0,15,10
41450,2023,Festival Guarulhos Eco Esporte 2023 Reverse 2023 - Festival Guarulhos Eco Esporte 2023 - 25 km,46,20K,25.0,1258.0,3.8636,2.1383,6.0647,0,11,1
41452,2023,Festival Guarulhos Eco Esporte 2023 Reverse 2023 - Festival Guarulhos Eco Esporte 2023 - 13 km,84,20K,13.1,719.0,2.3261,1.1161,5.2358,0,42,2
41454,2023,Festival Guarulhos Eco Esporte 2023 Reverse 2023 - Festival Guarulhos Eco Esporte 2023 - 5 km,61,-,5.3,265.0,0.7952,0.4208,1.445,0,35,1
41456,2023,Ultra Zarand Casoaia 2023 - 100MILE,14,100M,165.0,6300.0,35.6806,0.0,42.7167,8,0,1
4146,2014,Ehunmilak Ultra-Trail® 2014 - G2haundiak Golerri Trail,240,100K,90.9,5520.0,17.0513,10.6914,21.6039,0,17,5
4146,2015,Ehunmilak Ultra-Trail® 2015 - G2haundiak Golerri Trail,362,100K,90.9,5520.0,16.508,10.2306,21.7725,0,20,4
4146,2016,Ehunmilak Ultra-Trail® 2016 - G2haundiak Golerri Trail,338,100K,90.7,5270.0,17.2396,10.16,21.9025,0,25,4
4146,2017,Ehunmilak Ultra-Trail® 2017 - G2haundiak Golerri Trail,361,100K,90.7,5270.0,16.858,10.2867,21.8711,0,27,3
4146,2018,Ehunmilak Ultra-Trail® (Ehm) 2018 - G2haundiak Goierri Trail Stopped in Larraitz,402,20K,19.0,910.0,2.6945,1.7925,3.3886,0,28,6
4146,2019,Ehunmilak Ultra-Trail® 2019 - G2haundiak Golerri Trail,330,100K,91.7,4910.0,16.526,10.0314,21.9192,0,25,3
4147,2015,OSJ Yamanaka Onsen Trail Run 2015 - 71 Km,107,100K,75.0,4150.0,14.1933,10.1175,15.9408,0,16,2
4147,2016,OSJ Yamanaka Onsen Trail Run 2016 - 75 Km,192,100K,74.2,4260.0,14.3898,10.2322,16.9814,0,13,3
4147,2017,OSJ Yamanaka Onsen Trail Run 2017 - 75 Km,88,100K,81.3,4650.0,14.6466,11.1478,16.9408,0,12,2
4147,2018,OSJ Yamanaka Onsen Trail Run 2018 - 75 Km,152,100K,78.2,4840.0,14.4583,10.2831,16.8942,0,21,2
4147,2019,OSJ Yamanaka Onsen Trail Run 2019 - 75 Km,172,100K,76.8,4960.0,14.6728,10.3489,16.9439,0,17,2
4147,2022,OSJ Yamanaka Onsen Trail Run 2022 - 80km,125,100K,80.2,4970.0,15.1659,11.1439,16.9767,0,18,2
4147,2023,OSJ Yamanaka Onsen Trail Run 2023 - 80km,182,100K,81.8,4960.0,15.1108,10.1322,16.9967,0,16,3
41474,2023,The North Face 100 Hong Kong  2023 - TNF 100 Ultra Trail Challenge Hong Kong 2023 50Km,652,50K,48.0,1727.0,10.4569,0.0,16.2314,53,176,27
41478,2024, JURRAMENDI 360 2024,106,50K,45.0,2600.0,6.0915,0.0,8.7892,13,17,3
4148,2015,GASANDO TRAIL RUNNING 2015,284,50K,73.5,2010.0,10.7761,6.1783,14.205,0,37,2
4148,2016,Gasando Trail Running 2016,381,100K,76.9,2600.0,12.2876,0.0,14.4864,93,41,2
4148,2017,Gasando Trail Running 2017,242,50K,49.0,2460.0,7.9778,0.0,9.4819,103,27,3
4148,2018,Gasando Trail Running 2018,387,50K,73.0,2400.0,11.9697,0.0,14.4997,77,45,1
41482,2023,Fishtail Race 2023 - 4th Fishtail Race - 42K,34,50K,42.1,2305.0,7.7366,4.4978,10.6133,0,13,9
41484,2023,Fishtail Race 2023 - 4th Fishtail Race - 21K,60,20K,25.6,1471.0,4.306,2.1956,8.7183,0,25,17
41488,2023,Mountain Range Trail Series - Tai Po 50 2023 - Mountain Rarnge Trail Series Tai Po 48km Solo,141,50K,48.0,2500.0,8.831,0.0,13.0439,8,29,15
4149,2015,OKUMIKAWA POWER TRAIL 2015 - OKUMIKAWA POWER TRAIL ,233,50K,67.5,3100.0,10.7366,7.6661,11.9858,0,18,3
4149,2016,OKUMIKAWA POWER TRAIL 2016 - OKUMIKAWA POWER TRAIL ,475,100K,68.4,3410.0,11.2793,7.3431,12.9817,0,43,3
4149,2017,OKUMIKAWA POWER TRAIL 2017 - OKUMIKAWA POWER TRAIL ,411,50K,66.6,3050.0,11.4747,7.3025,12.9967,0,39,3
4149,2018,OKUMIKAWA POWER TRAIL 2018 - OKUMIKAWA POWER TRAIL ,264,100K,68.1,3390.0,11.6675,7.7056,12.9997,0,23,1
4149,2019,OKUMIKAWA POWER TRAIL 2019 - OKUMIKAWA POWER TRAIL ,568,50K,65.5,3290.0,11.794,7.4378,13.4981,0,65,3
41490,2023,Mountain Range Trail Series - Tai Po 50 2023 - Mountain Rarnge Trail Series Tai Po 21km Solo,205,20K,21.0,1050.0,3.5316,0.0,6.2983,1,57,17
41492,2023,Mountain Range Trail Series - Tai Po 50 2023 - Mountain Rarnge Trail Series Tai Po 48 km Team of 2,74,50K,48.0,2500.0,8.203,0.0,10.5228,2,21,8
41494,2023,Mountain Range Trail Series - Tai Po 50 2023 - Mountain Rarnge Trail Series Tai Po 21km Team of 2,106,20K,21.0,1050.0,3.4498,0.0,5.9344,2,46,7
4150,2015,Ultra-Trail® Three Gorges 2015 - 100 Miles,50,100M,174.1,9080.0,42.7733,31.6139,45.9794,0,1,1
41500,2023,Discover Trail São Luiz do Purunã  2023 - Discover Trail São Luiz do Purunã 22K,73,20K,22.0,1071.0,3.9756,0.0,5.2328,7,23,1
41504,2023,Trail Turdetania 2023 - XIV TRAIL TURDETANIA 2023,454,50K,54.0,694.0,6.448,0.0,9.2667,124,42,4
4151,2016,Racing Madagascar 2016,21,50K,147.6,1880.0,17.2065,11.0208,26.0933,0,2,5
4151,2017,Racing Madagascar 2017,26,50K,133.8,951.0,15.3378,9.8067,28.4033,0,7,5
4151,2018,Racing Madagascar 2018,22,50K,151.5,2320.0,21.3448,11.1486,32.7817,0,10,11
4151,2019,Racing Madagascar 2019,15,50K,151.5,2320.0,20.0892,11.5914,26.5711,0,5,6
41512,2023,ULTRA TREK DES COLLINES SACREES 2023 - Ultra Trek des Collines Sacrées,44,50K,122.0,5025.0,18.261,11.0486,27.6675,0,13,3
41516,2023,ULTRA TREK DES COLLINES SACREES 2023 - TRAIL AMBODIRANO,94,20K,31.0,1232.0,5.2128,3.3878,7.8531,0,35,2
41518,2023,ULTRA TREK DES COLLINES SACREES 2023 - Trail Vakinisisaony,78,50K,44.0,1786.0,6.9132,4.2194,9.7172,0,23,3
4152,2015,Ultra-Trail® Three Gorges 2015 - 100 Miles - Relay 1/2,9,100K,81.7,4690.0,17.7724,12.2822,19.5392,0,2,1
41520,2023,ULTRA TREK DES COLLINES SACREES 2023 - TRAIL AVARADRANO,76,50K,47.0,2007.0,8.0439,4.7967,11.1633,0,16,3
41522,2023,Cursafosca 2023,109,-,14.0,500.0,1.8068,0.0,3.2956,15,37,3
41524,2023,zixi trail race 2023 - 30km,278,20K,30.0,1550.0,5.0451,2.6789,7.7058,0,107,1
41526,2023,zixi trail race 2023 - 50km,151,50K,50.0,2450.0,7.8638,4.8144,11.7878,0,38,1
41528,2024,Trail des Fraser 2024 - Fraser50,58,50K,50.1,3183.0,12.9847,0.0,16.4975,16,10,3
41530,2024,Trail des Fraser 2024 - Fraser30,85,20K,29.4,1727.0,6.7967,0.0,9.5803,4,15,9
41532,2024,Trail des Fraser 2024 - Fraser15,117,20K,15.8,717.0,3.5578,0.0,4.9478,7,41,5
41542,2023,The Westwind Trail 2023 - The Beginning,136,100K,64.0,3740.0,15.6073,0.0,17.9872,39,44,3
41544,2023,The Westwind Trail 2023 - Ridge Line,95,50K,62.0,2900.0,14.4845,0.0,17.9714,11,27,3
41546,2023,The Westwind Trail 2022 - The Home Straight,40,50K,60.0,1670.0,13.4753,0.0,16.1261,2,17,2
41548,2018,Ultra Trail Plage Blanche 2018,26,100K,128.2,2650.0,29.0174,0.0,37.6667,2,10,4
41548,2019,Ultra Trail Plage Blanche 2019,18,100K,127.8,2870.0,29.3656,0.0,36.2667,2,7,5
41548,2023,Ultra Trail Plage Blanche 2023,26,100K,136.0,1350.0,28.6934,0.0,34.15,16,11,5
41550,2023,The Westwind Trail 2023 - The Pilgrims' Way,25,50K,74.0,2160.0,14.8644,0.0,19.1042,5,6,1
41552,2023,The Westwind Trail 2023 - The Calling,70,100K,105.0,4310.0,26.6745,0.0,29.2636,25,11,3
41554,2023,Les Lumières de la Muzelle 2023 - Le Marathon des Lumières de la Muzelle,57,50K,42.0,1870.0,5.7619,0.0,6.5308,36,11,3
41554,2024,Les Lumières de la Muzelle 2024 - Le Marathon des Lumières de la Muzelle,129,50K,42.0,1870.0,5.5379,3.4264,7.3686,0,17,6
41556,2023,Les Lumières de la Muzelle 2023 - Le Semi-marathon des Lumières de la Muzelle,235,20K,21.0,780.0,2.9307,0.0,4.2881,8,73,7
41556,2024,Les Lumières de la Muzelle 2024 - Le Semi-marathon des Lumières de la Muzelle,461,20K,21.0,780.0,2.6998,1.6475,4.1331,0,138,11
41558,2023,Les Lumières de la Muzelle 2023 - Le 10km des Lumières de la Muzelle,341,-,10.0,230.0,1.3128,0.8464,2.3564,0,143,4
41558,2024,Les Lumières de la Muzelle 2024 - Le 10km des Lumières de la Muzelle,621,-,10.0,230.0,1.4053,0.7678,2.4264,0,324,6
41560,2023,Le Défi de la Muzelle 2023 - Le Grand Défi de la Muzelle,276,50K,103.0,7600.0,18.2007,0.0,26.9506,49,79,6
41562,2023,Le Défi de la Muzelle 2023 - Le Petit Défi de la Muzelle,200,20K,51.0,3600.0,8.3253,0.0,11.2589,14,111,3
41576,2023,AITEX TERRA TRAIL 2023 - AITEX TERRA TRAIL 162K PRO,46,100M,162.0,8300.0,32.0833,22.7181,39.6303,0,5,3
41576,2024,ULTRA MEDITERRÀNIA. TERRES DE TRAIL 2024 - ULTRAMEDITERRÀNIA. PRO 166K,29,100M,166.0,8140.0,30.1525,23.1911,39.1925,0,2,5
41578,2023,AITEX TERRA TRAIL 2023 - AITEX TERRA TRAIL 43K MAX,236,50K,43.0,2400.0,6.3931,3.995,9.1067,0,24,8
41578,2024,ULTRA MEDITERRÀNIA. TERRES DE TRAIL 2024 - ULTRAMEDITERRÀNIA. MAX 46K,288,50K,46.0,2550.0,6.7968,3.9961,10.1297,0,30,14
41580,2023,AITEX TERRA TRAIL 2023 - AITEX TERRA TRAIL - 21K EXPERT,476,20K,21.0,1100.0,2.609,1.5886,4.1883,0,113,7
41580,2024,ULTRA MEDITERRÀNIA. TERRES DE TRAIL 2024 - ULTRAMEDITERRÀNIA. EXPERT 24K,290,20K,24.0,1150.0,3.2341,2.1125,4.4989,0,56,12
41582,2023,AITEX TERRA TRAIL 2023 - AITEX TERRA TRAIL 4K VERTICAL,48,-,4.0,450.0,0.6044,0.3961,0.83,0,8,2
41582,2024,ULTRA MEDITERRÀNIA. TERRES DE TRAIL 2024 - ULTRAMEDITERRÀNIA. VERTICAL 5K,84,-,5.0,450.0,0.6004,0.4017,1.4128,0,15,5
41584,2024,ULTRA MEDITERRÀNIA. TERRES DE TRAIL 2024 - ULTRAMEDITERRÀNIA. SKY 15K,234,20K,16.0,500.0,1.8573,0.9958,2.8564,0,97,5
41586,2024,ULTRA MEDITERRÀNIA. TERRES DE TRAIL 2024 - ULTRAMEDITERRÀNIA. STAGES 5K+46K+24K,44,50K,75.0,4100.0,10.1632,6.8914,14.7097,0,4,3
41588,2023,Brooks Outdoor Ultra Trail 2023 - 101K,57,100K,101.0,2000.0,13.1116,10.5267,15.9078,0,7,3
41590,2023,Brooks Outdoor Ultra Trail 2023 - 65K,58,50K,65.0,1500.0,7.8874,5.7392,10.1608,0,14,3
41592,2023,Brooks Outdoor Ultra Trail 2023 - 35K,110,20K,35.0,800.0,4.4486,2.4336,6.6458,0,26,9
41598,2023,Hughenden Half Marathon 2023 - Half Maraton (Autumn),78,20K,21.1,390.0,2.1359,1.505,2.9003,0,19,10
41602,2023,The North Face 100 Hong Kong  2023 - TNF 100 Ultra Trail Challenge Hong Kong 2023 100Km,425,100K,100.3,5400.0,22.7658,0.0,27.3906,125,68,21
41612,2023,Grampians Peaks Trail 100 Miler 2023 - GPT100 Miler,86,100M,164.0,7510.0,38.2788,0.0,52.1619,25,19,5
41614,2023,Hounslow Classic 2023 - Hounslow 42km Marathon,60,50K,42.7,2052.0,8.1713,4.9492,12.1772,0,15,8
41616,2023,Hounslow Classic 2023 - Hounslow 16km,126,20K,16.3,823.0,2.8585,1.5514,4.7939,0,59,4
41618,2023,Hounslow Classic 2023 - Hounslow Monster (42km + 16km),10,50K,58.0,2875.0,11.6327,7.0981,14.9322,0,7,4
41620,2023,Grampians Peaks Trail 100 Miler 2023 - GPT50,102,50K,48.9,1918.0,8.8653,0.0,12.4,8,38,4
41622,2023,Grampians Peaks Trail 100 Miler 2023 - GPT100 Miler Stage Race,51,100K,158.0,7512.0,30.2008,0.0,43.715,7,23,3
4163,2015,Utsukushigahara Trail Run 2015 - 45K,339,50K,46.3,1970.0,7.5028,4.2297,10.135,0,69,3
4163,2016,Utsukushigahara Trail Run 2016 - 45K,354,50K,45.8,1970.0,7.454,3.9367,10.3717,0,90,3
4163,2017,Utsukushigahara Trail Run 2017 - 45K,386,50K,43.8,1580.0,7.4767,3.8331,9.9994,0,91,4
4163,2018,Utsukushigahara Trail Run 2018 - 45K,358,50K,44.2,1830.0,7.703,3.9472,9.9797,0,77,5
4163,2019,Utsukushigahara Trail Run 2019 - 45K,402,50K,44.5,1530.0,7.0661,3.7936,9.8578,0,84,2
41630,2023,Panther Takes The Hindmost  2023 - 5 Laps,15,50K,54.0,560.0,5.6399,4.6917,9.4286,0,0,1
41632,2023,Snapphaneracet 2023 - Snapphaneracet 50 Miles,10,100K,84.0,2400.0,10.9711,0.0,13.7417,1,2,2
41634,2023,Snapphaneracet 2023 - Snapphaneracet 56 km,28,50K,56.0,1600.0,7.4211,0.0,9.7986,2,5,5
41636,2023,Snapphaneracet 2023 - Snapphaneracet 28 km,45,20K,28.0,800.0,3.381,2.3017,4.8319,0,14,5
41640,2023,yuepan outdoors yushan light trail race 2023 - 10km,61,-,10.2,540.0,2.8117,1.4194,5.3028,0,18,1
41640,2024,yuepan outdoors yushan light trail race 2024 - 10km,125,-,11.5,440.0,2.8945,1.1253,5.1144,0,47,2
41642,2023,yuepan outdoors yushan light trail race 2023 - 20km,20,20K,20.5,1180.0,4.4009,2.5036,5.6878,0,5,1
41642,2024,yuepan outdoors yushan light trail race 2024 - 20km,94,20K,20.0,960.0,4.0813,2.27,6.4261,0,17,2
41644,2023,The Westwind Trail 2023 - The Glorious Journey,13,100M,169.2,8050.0,39.0754,24.1803,45.4606,0,2,2
41646,2023,The Westwind Trail 2023 - The Dream Journey,6,100K,138.5,5900.0,34.5287,30.8908,36.1778,0,1,1
41648,2023,The Westwind Trail 2023 - The Sweet Journey,25,100K,124.6,5410.0,27.6834,17.0219,33.9997,0,7,3
4165,2014,Dolomiti Extreme Trail 2014 - 53K,372,50K,53.2,3800.0,10.0239,5.9728,12.9811,0,35,24
4165,2015,Dolomiti Extreme Trail 2015 - 53K,381,50K,54.7,3935.0,10.4075,6.8083,12.945,0,36,24
4165,2016,Dolomiti Extreme Trail 2016 - 53K,396,50K,54.7,3930.0,10.3526,6.22,13.3058,0,59,27
4165,2017,Dolomiti Extreme Trail 2017 - 53K,245,50K,54.4,3890.0,10.6872,0.0,13.1731,44,49,28
4165,2018,Dolomiti Extreme Trail 2018 - 53K,311,50K,53.8,3900.0,10.657,6.315,14.2958,0,55,29
4165,2019,Dolomiti Extreme Trail 2019 - 53K,355,50K,56.1,4090.0,10.9254,6.6314,13.8656,0,64,30
4165,2021,Dolomiti Extreme Trail 2021 - 55K,238,50K,56.4,4219.0,10.9703,0.0,13.96,34,40,19
4165,2022,Dolomiti Extreme Trail 2022 - 55K,362,50K,55.0,3800.0,11.8577,0.0,26.74,73,59,34
4165,2023,Dolomiti Extreme Trail 2023 - 55K,305,50K,55.0,3800.0,11.6137,0.0,17.4183,34,64,29
41650,2023,The Westwind Trail NaN - The Expert Combo,1,100K,126.1,6640.0,26.3533,26.3533,26.3533,0,0,1
41652,2023,The Westwind Trail 2023 - The Master Combo,3,100K,96.2,4450.0,22.7065,20.9386,23.8508,0,2,1
41654,2023,The Westwind Trail 2023 - The Novice Combo,5,100K,82.7,4000.0,17.5806,13.7944,20.9411,0,0,2
4166,2016,Dolomiti Extreme Trail 2016 - 103K,129,100M,106.1,7060.0,21.5636,13.8089,27.4469,0,9,16
4166,2017,Dolomiti Extreme Trail 2017 - 103K,177,100M,102.1,7080.0,22.5202,0.0,28.1817,41,16,21
4166,2018,Dolomiti Extreme Trail 2018 - 103K,218,100M,101.3,7100.0,22.2241,13.0367,28.4914,0,19,24
4166,2019,Dolomiti Extreme Trail 2019 - 103K,267,100M,101.5,6950.0,20.8762,12.4736,27.4497,0,42,26
4166,2021,Dolomiti Extreme Trail 2021 - 103K,228,100M,103.0,7150.0,23.6181,0.0,37.2028,57,27,17
4166,2022,Dolomiti Extreme Trail 2022 - 103K,221,100K,96.9,6460.0,23.4947,0.0,29.7042,64,25,20
4166,2023,Dolomiti Extreme Trail 2023 - 103K,264,100K,96.9,6460.0,22.3071,0.0,25.2711,76,29,28
41662,2024,Trail du Mont Major 2024 - Trail du Mont Major ,124,20K,23.0,800.0,2.6509,1.5986,4.3644,0,24,3
41664,2024, JURRAMENDI TRAIL 2024 - JURRAMENDI TRAIL,252,20K,27.0,1600.0,3.8717,0.0,5.3036,14,25,3
41668,2023,Discover Trail Marumbi 2023 - Discover Trail Marumbi 20K,100,20K,20.0,900.0,3.6815,2.2406,5.3897,0,31,1
4168,2016,Wol Extreme 2016,19,50K,64.9,2830.0,10.0169,7.6375,12.1981,0,4,2
4168,2017,Wol Extreme 2017,21,50K,64.9,2830.0,9.7564,6.3425,12.3578,0,5,3
41680,2023,Lemkowyna Ultra-Trail® 2023 - LUT100,245,100K,102.0,2870.0,17.4574,0.0,23.6133,29,53,5
41682,2023,Sainté Trail Urbain 2023 - La TraVERTsée,735,-,12.0,99.0,1.2516,0.7575,2.8556,0,298,6
4169,2017,Trail Verbier St Bernard 2017 - X-Direct,55,-,5.5,670.0,0.9318,0.5594,1.7169,0,12,9
41690,2023,Gapen'Cimes 2023 - Trail Gapen’cîmes des 3 cols,225,50K,49.0,2362.0,7.1187,0.0,9.7625,16,39,4
41692,2023,Gapen'Cimes 2023 - Trail des crêtes,443,20K,29.4,1390.0,4.4741,0.0,7.5269,24,114,6
41694,2022,KAR SPOR İDA ULTRA 2022 - İDA ULTRA,46,100K,110.0,4240.0,18.3918,0.0,23.2778,10,5,4
41694,2023,KAR SPOR İDA ULTRA 2023,48,100K,110.0,4240.0,15.1136,0.0,19.3253,7,4,7
